sample_id,cluster_label,batch,color
Cell_4359,6,TLE3_CTX,orange
Cell_4360,6,TLE3_CTX,orange
Cell_4361,1,TLE3_CTX,blue
Cell_4362,6,TLE3_CTX,orange
Cell_4363,7,TLE3_CTX,darkgreen
Cell_4364,1,TLE3_CTX,blue
Cell_4365,7,TLE3_CTX,darkgreen
Cell_4366,7,TLE3_CTX,darkgreen
Cell_4367,1,TLE3_CTX,blue
Cell_4368,5,TLE3_CTX,yellow
Cell_4369,1,TLE3_CTX,blue
Cell_4370,7,TLE3_CTX,darkgreen
Cell_4371,1,TLE3_CTX,blue
Cell_4372,11,TLE3_CTX,pink
Cell_4373,1,TLE3_CTX,blue
Cell_4374,1,TLE3_CTX,blue
Cell_4375,1,TLE3_CTX,blue
Cell_4376,7,TLE3_CTX,darkgreen
Cell_4377,1,TLE3_CTX,blue
Cell_4378,1,TLE3_CTX,blue
Cell_4379,7,TLE3_CTX,darkgreen
Cell_4380,1,TLE3_CTX,blue
Cell_4381,1,TLE3_CTX,blue
Cell_4382,1,TLE3_CTX,blue
Cell_4383,1,TLE3_CTX,blue
Cell_4384,1,TLE3_CTX,blue
Cell_4385,1,TLE3_CTX,blue
Cell_4386,1,TLE3_CTX,blue
Cell_4387,6,TLE3_CTX,orange
Cell_4388,6,TLE3_CTX,orange
Cell_4389,7,TLE3_CTX,darkgreen
Cell_4390,1,TLE3_CTX,blue
Cell_4391,1,TLE3_CTX,blue
Cell_4392,1,TLE3_CTX,blue
Cell_4393,1,TLE3_CTX,blue
Cell_4394,1,TLE3_CTX,blue
Cell_4395,1,TLE3_CTX,blue
Cell_4396,1,TLE3_CTX,blue
Cell_4397,1,TLE3_CTX,blue
Cell_4398,1,TLE3_CTX,blue
Cell_4399,6,TLE3_CTX,orange
Cell_4400,1,TLE3_CTX,blue
Cell_4401,7,TLE3_CTX,darkgreen
Cell_4402,1,TLE3_CTX,blue
Cell_4403,6,TLE3_CTX,orange
Cell_4404,5,TLE3_CTX,yellow
Cell_4405,1,TLE3_CTX,blue
Cell_4406,11,TLE3_CTX,pink
Cell_4407,1,TLE3_CTX,blue
Cell_4408,6,TLE3_CTX,orange
Cell_4409,1,TLE3_CTX,blue
Cell_4410,1,TLE3_CTX,blue
Cell_4411,1,TLE3_CTX,blue
Cell_4412,1,TLE3_CTX,blue
Cell_4413,1,TLE3_CTX,blue
Cell_4414,1,TLE3_CTX,blue
Cell_4415,1,TLE3_CTX,blue
Cell_4416,1,TLE3_CTX,blue
Cell_4417,1,TLE3_CTX,blue
Cell_4418,1,TLE3_CTX,blue
Cell_4419,11,TLE3_CTX,pink
Cell_4420,1,TLE3_CTX,blue
Cell_4421,8,TLE3_CTX,green
Cell_4422,1,TLE3_CTX,blue
Cell_4423,1,TLE3_CTX,blue
Cell_4424,1,TLE3_CTX,blue
Cell_4425,6,TLE3_CTX,orange
Cell_4426,1,TLE3_CTX,blue
Cell_4427,7,TLE3_CTX,darkgreen
Cell_4428,6,TLE3_CTX,orange
Cell_4429,1,TLE3_CTX,blue
Cell_4430,1,TLE3_CTX,blue
Cell_4431,6,TLE3_CTX,orange
Cell_4432,7,TLE3_CTX,darkgreen
Cell_4433,1,TLE3_CTX,blue
Cell_4434,7,TLE3_CTX,darkgreen
Cell_4435,1,TLE3_CTX,blue
Cell_4436,1,TLE3_CTX,blue
Cell_4437,1,TLE3_CTX,blue
Cell_4438,2,TLE3_CTX,cyan
Cell_4439,1,TLE3_CTX,blue
Cell_4440,1,TLE3_CTX,blue
Cell_4441,1,TLE3_CTX,blue
Cell_4442,1,TLE3_CTX,blue
Cell_4443,1,TLE3_CTX,blue
Cell_4444,1,TLE3_CTX,blue
Cell_4445,1,TLE3_CTX,blue
Cell_4446,1,TLE3_CTX,blue
Cell_4447,1,TLE3_CTX,blue
Cell_4448,1,TLE3_CTX,blue
Cell_4449,1,TLE3_CTX,blue
Cell_4450,1,TLE3_CTX,blue
Cell_4451,1,TLE3_CTX,blue
Cell_4452,1,TLE3_CTX,blue
Cell_4453,1,TLE3_CTX,blue
Cell_4454,1,TLE3_CTX,blue
Cell_4455,1,TLE3_CTX,blue
Cell_4456,1,TLE3_CTX,blue
Cell_4457,1,TLE3_CTX,blue
Cell_4458,7,TLE3_CTX,darkgreen
Cell_4459,1,TLE3_CTX,blue
Cell_4460,1,TLE3_CTX,blue
Cell_4461,1,TLE3_CTX,blue
Cell_4462,6,TLE3_CTX,orange
Cell_4463,1,TLE3_CTX,blue
Cell_4464,1,TLE3_CTX,blue
Cell_4465,1,TLE3_CTX,blue
Cell_4466,1,TLE3_CTX,blue
Cell_4467,6,TLE3_CTX,orange
Cell_4468,1,TLE3_CTX,blue
Cell_4469,1,TLE3_CTX,blue
Cell_4470,1,TLE3_CTX,blue
Cell_4471,1,TLE3_CTX,blue
Cell_4472,1,TLE3_CTX,blue
Cell_4473,6,TLE3_CTX,orange
Cell_4474,5,TLE3_CTX,yellow
Cell_4475,7,TLE3_CTX,darkgreen
Cell_4476,8,TLE3_CTX,green
Cell_4477,1,TLE3_CTX,blue
Cell_4478,1,TLE3_CTX,blue
Cell_4479,1,TLE3_CTX,blue
Cell_4480,1,TLE3_CTX,blue
Cell_4481,5,TLE3_CTX,yellow
Cell_4482,1,TLE3_CTX,blue
Cell_4483,1,TLE3_CTX,blue
Cell_4484,8,AD4_GM,green
Cell_4485,1,AD4_GM,blue
Cell_4486,3,AD4_GM,purple
Cell_4487,8,AD4_GM,green
Cell_4488,1,AD4_GM,blue
Cell_4489,2,AD4_GM,cyan
Cell_4490,1,AD4_GM,blue
Cell_4491,2,AD4_GM,cyan
Cell_4492,1,AD4_GM,blue
Cell_4493,2,AD4_GM,cyan
Cell_4494,2,AD4_GM,cyan
Cell_4495,1,AD4_GM,blue
Cell_4496,2,AD4_GM,cyan
Cell_4497,1,AD4_GM,blue
Cell_4498,1,AD4_GM,blue
Cell_4499,1,AD4_GM,blue
Cell_4500,1,AD4_GM,blue
Cell_4501,1,AD4_GM,blue
Cell_4502,2,AD4_GM,cyan
Cell_4503,2,AD4_GM,cyan
Cell_4504,1,AD4_GM,blue
Cell_4505,1,AD4_GM,blue
Cell_4506,3,AD4_GM,purple
Cell_4507,1,AD4_GM,blue
Cell_4508,1,AD4_GM,blue
Cell_4509,1,AD4_GM,blue
Cell_4510,1,AD4_GM,blue
Cell_4511,1,AD4_GM,blue
Cell_4512,2,AD4_GM,cyan
Cell_4513,1,AD4_GM,blue
Cell_4514,8,AD4_GM,green
Cell_4515,1,AD4_GM,blue
Cell_4516,1,AD4_GM,blue
Cell_4517,3,AD4_GM,purple
Cell_4518,1,AD4_GM,blue
Cell_4519,1,AD4_GM,blue
Cell_4520,1,AD4_GM,blue
Cell_4521,1,AD4_GM,blue
Cell_4522,1,AD4_GM,blue
Cell_4523,1,AD4_GM,blue
Cell_4524,1,AD4_GM,blue
Cell_4525,2,AD4_GM,cyan
Cell_4526,1,AD4_GM,blue
Cell_4527,1,AD4_GM,blue
Cell_4528,2,AD4_GM,cyan
Cell_4529,2,AD4_GM,cyan
Cell_4530,1,AD4_GM,blue
Cell_4531,1,AD4_GM,blue
Cell_4532,1,AD4_GM,blue
Cell_4533,2,AD4_GM,cyan
Cell_4534,1,AD4_GM,blue
Cell_4535,1,AD4_GM,blue
Cell_4536,1,AD4_GM,blue
Cell_4537,3,AD4_GM,purple
Cell_4538,1,AD4_GM,blue
Cell_4539,1,AD4_GM,blue
Cell_4540,1,AD4_GM,blue
Cell_4541,3,AD4_GM,purple
Cell_4542,1,AD4_GM,blue
Cell_4543,1,AD4_GM,blue
Cell_4544,1,AD4_GM,blue
Cell_4545,2,AD4_GM,cyan
Cell_4546,2,AD4_GM,cyan
Cell_4547,2,AD4_GM,cyan
Cell_4548,1,AD4_GM,blue
Cell_4549,1,AD4_GM,blue
Cell_4550,1,AD4_GM,blue
Cell_4551,1,AD4_GM,blue
Cell_4552,7,AD4_GM,darkgreen
Cell_4553,1,AD4_GM,blue
Cell_4554,2,AD4_GM,cyan
Cell_4555,2,AD4_GM,cyan
Cell_4556,1,AD4_GM,blue
Cell_4557,1,AD4_GM,blue
Cell_4558,1,AD4_GM,blue
Cell_4559,1,AD4_GM,blue
Cell_4560,2,AD4_GM,cyan
Cell_4561,2,AD4_GM,cyan
Cell_4562,1,AD4_GM,blue
Cell_4563,1,AD4_GM,blue
Cell_4564,1,AD4_GM,blue
Cell_4565,1,AD4_GM,blue
Cell_4566,8,AD4_GM,green
Cell_4567,1,AD4_GM,blue
Cell_4568,2,AD4_GM,cyan
Cell_4569,1,AD4_GM,blue
Cell_4570,1,AD4_GM,blue
Cell_4571,1,AD4_GM,blue
Cell_4572,1,AD4_GM,blue
Cell_4573,2,AD4_GM,cyan
Cell_4574,1,AD4_GM,blue
Cell_4575,3,AD4_GM,purple
Cell_4576,1,AD4_GM,blue
Cell_4577,2,AD4_GM,cyan
Cell_4578,2,AD4_GM,cyan
Cell_4579,1,AD4_GM,blue
Cell_4580,1,AD4_GM,blue
Cell_4581,4,AD4_GM,brown
Cell_4582,2,AD4_GM,cyan
Cell_4583,1,AD4_GM,blue
Cell_4584,1,AD4_GM,blue
Cell_4585,1,AD4_GM,blue
Cell_4586,1,AD4_GM,blue
Cell_4587,1,AD4_GM,blue
Cell_4588,1,AD4_GM,blue
Cell_4589,1,AD4_GM,blue
Cell_4590,9,AD4_GM,red
Cell_4591,1,AD4_GM,blue
Cell_4592,1,AD4_GM,blue
Cell_4593,1,AD4_GM,blue
Cell_4594,1,AD4_GM,blue
Cell_4595,1,AD4_GM,blue
Cell_4596,1,AD4_GM,blue
Cell_4597,3,AD4_GM,purple
Cell_4598,1,AD4_GM,blue
Cell_4599,1,AD4_GM,blue
Cell_4600,1,AD4_GM,blue
Cell_4601,1,AD4_GM,blue
Cell_4602,1,AD4_GM,blue
Cell_4603,1,AD4_GM,blue
Cell_4604,1,AD4_GM,blue
Cell_4605,2,AD4_GM,cyan
Cell_4606,1,AD4_GM,blue
Cell_4607,2,AD4_GM,cyan
Cell_4608,1,AD4_GM,blue
Cell_4609,2,AD4_GM,cyan
Cell_4610,1,AD4_GM,blue
Cell_4611,1,AD4_GM,blue
Cell_4612,2,AD4_GM,cyan
Cell_4613,1,AD4_GM,blue
Cell_4614,1,AD4_GM,blue
Cell_4615,2,AD4_GM,cyan
Cell_4616,3,AD4_GM,purple
Cell_4617,2,AD4_GM,cyan
Cell_4618,1,AD4_GM,blue
Cell_4619,2,AD4_GM,cyan
Cell_4620,8,AD4_GM,green
Cell_4621,1,AD4_GM,blue
Cell_4622,1,AD4_GM,blue
Cell_4623,1,AD4_GM,blue
Cell_4624,3,AD4_GM,purple
Cell_4625,1,AD4_GM,blue
Cell_4626,2,AD4_GM,cyan
Cell_4627,1,AD4_GM,blue
Cell_4628,2,AD4_GM,cyan
Cell_4629,1,AD4_GM,blue
Cell_4630,1,AD4_GM,blue
Cell_4631,1,AD4_GM,blue
Cell_4632,1,AD4_GM,blue
Cell_4633,1,AD4_GM,blue
Cell_4634,4,AD4_GM,brown
Cell_4635,1,AD4_GM,blue
Cell_4636,1,AD4_GM,blue
Cell_4637,1,AD4_GM,blue
Cell_4638,3,AD4_GM,purple
Cell_4639,1,AD4_GM,blue
Cell_4640,1,AD4_GM,blue
Cell_4641,1,AD4_GM,blue
Cell_4642,1,AD4_GM,blue
Cell_4643,2,AD4_GM,cyan
Cell_4644,1,AD4_GM,blue
Cell_4645,4,AD4_GM,brown
Cell_4646,1,AD4_GM,blue
Cell_4647,4,AD4_GM,brown
Cell_4648,1,AD4_GM,blue
Cell_4649,1,AD4_GM,blue
Cell_4650,2,AD4_GM,cyan
Cell_4651,1,AD4_GM,blue
Cell_4652,1,AD4_GM,blue
Cell_4653,1,AD4_GM,blue
Cell_4654,1,AD4_GM,blue
Cell_4655,1,AD4_GM,blue
Cell_4656,1,AD4_GM,blue
Cell_4657,2,AD4_GM,cyan
Cell_4658,1,AD4_GM,blue
Cell_4659,2,AD4_GM,cyan
Cell_4660,2,AD4_GM,cyan
Cell_4661,1,AD4_GM,blue
Cell_4662,2,AD4_GM,cyan
Cell_4663,1,AD4_GM,blue
Cell_4664,1,AD4_GM,blue
Cell_4665,1,AD4_GM,blue
Cell_4666,1,AD4_GM,blue
Cell_4667,1,AD4_GM,blue
Cell_4668,1,AD4_GM,blue
Cell_4669,8,AD4_GM,green
Cell_4670,1,AD4_GM,blue
Cell_4671,1,AD4_GM,blue
Cell_4672,1,AD4_GM,blue
Cell_4673,1,AD4_GM,blue
Cell_4674,1,AD4_GM,blue
Cell_4675,2,AD4_GM,cyan
Cell_4676,2,AD4_GM,cyan
Cell_4677,1,AD4_GM,blue
Cell_4678,1,AD4_GM,blue
Cell_4679,1,AD4_GM,blue
Cell_4680,1,AD4_GM,blue
Cell_4681,1,AD4_GM,blue
Cell_4682,8,AD4_GM,green
Cell_4683,1,AD4_GM,blue
Cell_4684,1,AD4_GM,blue
Cell_4685,1,AD4_GM,blue
Cell_4686,1,AD4_GM,blue
Cell_4687,1,AD4_GM,blue
Cell_4688,1,AD4_GM,blue
Cell_4689,2,AD4_GM,cyan
Cell_4690,1,AD4_GM,blue
Cell_4691,2,AD4_GM,cyan
Cell_4692,1,AD4_GM,blue
Cell_4693,2,AD4_GM,cyan
Cell_4694,1,AD4_GM,blue
Cell_4695,1,AD4_GM,blue
Cell_4696,1,AD4_GM,blue
Cell_4697,8,AD4_GM,green
Cell_4698,1,AD4_GM,blue
Cell_4699,1,AD4_GM,blue
Cell_4700,1,AD4_GM,blue
Cell_4701,2,AD4_GM,cyan
Cell_4702,1,AD4_GM,blue
Cell_4703,1,AD4_GM,blue
Cell_4704,1,AD4_GM,blue
Cell_4705,1,AD4_GM,blue
Cell_4706,1,AD4_GM,blue
Cell_4707,2,AD4_GM,cyan
Cell_4708,2,AD4_GM,cyan
Cell_4709,1,AD4_GM,blue
Cell_4710,1,AD4_GM,blue
Cell_4711,1,AD4_GM,blue
Cell_4712,1,AD4_GM,blue
Cell_4713,1,AD4_GM,blue
Cell_4714,1,AD4_GM,blue
Cell_4715,2,AD4_GM,cyan
Cell_4716,8,AD4_GM,green
Cell_4717,1,AD4_GM,blue
Cell_4718,1,AD4_GM,blue
Cell_4719,1,AD4_GM,blue
Cell_4720,2,AD4_GM,cyan
Cell_4721,1,AD4_GM,blue
Cell_4722,1,AD4_GM,blue
Cell_4723,1,AD4_GM,blue
Cell_4724,1,AD4_GM,blue
Cell_4725,1,AD4_GM,blue
Cell_4726,1,AD4_GM,blue
Cell_4727,1,AD4_GM,blue
Cell_4728,8,AD4_GM,green
Cell_4729,1,AD4_GM,blue
Cell_4730,1,AD4_GM,blue
Cell_4731,1,AD4_GM,blue
Cell_4732,1,AD4_GM,blue
Cell_4733,1,AD4_GM,blue
Cell_4734,2,AD4_GM,cyan
Cell_4735,2,AD4_GM,cyan
Cell_4736,13,AD4_GM,grey
Cell_4737,2,AD4_GM,cyan
Cell_4738,1,AD4_GM,blue
Cell_4739,1,AD4_GM,blue
Cell_4740,3,AD4_GM,purple
Cell_4741,1,AD4_GM,blue
Cell_4742,1,AD4_GM,blue
Cell_4743,2,AD4_GM,cyan
Cell_4744,1,AD4_GM,blue
Cell_4745,4,AD4_GM,brown
Cell_4746,1,AD4_GM,blue
Cell_4747,1,AD4_GM,blue
Cell_4748,2,AD4_GM,cyan
Cell_4749,1,AD4_GM,blue
Cell_4750,4,AD4_GM,brown
Cell_4751,3,AD4_GM,purple
Cell_4752,2,AD4_GM,cyan
Cell_4753,2,AD4_GM,cyan
Cell_4754,3,AD4_GM,purple
Cell_4755,1,AD4_GM,blue
Cell_4756,1,AD4_GM,blue
Cell_4757,1,AD4_GM,blue
Cell_4758,1,AD4_GM,blue
Cell_4759,1,AD4_GM,blue
Cell_4760,2,AD4_GM,cyan
Cell_4761,1,AD4_GM,blue
Cell_4762,2,AD4_GM,cyan
Cell_4763,3,AD4_GM,purple
Cell_4764,3,AD4_GM,purple
Cell_4765,1,AD4_GM,blue
Cell_4766,1,AD4_GM,blue
Cell_4767,1,AD4_GM,blue
Cell_4768,2,AD4_GM,cyan
Cell_4769,3,AD4_GM,purple
Cell_4770,5,AD4_GM,yellow
Cell_4771,1,AD4_GM,blue
Cell_4772,2,AD4_GM,cyan
Cell_4773,1,AD4_GM,blue
Cell_4774,9,AD4_GM,red
Cell_4775,1,AD4_GM,blue
Cell_4776,1,AD4_GM,blue
Cell_4777,2,AD4_GM,cyan
Cell_4778,1,AD4_GM,blue
Cell_4779,1,AD4_GM,blue
Cell_4780,1,AD4_GM,blue
Cell_4781,14,AD4_GM,black
Cell_4782,1,AD4_GM,blue
Cell_4783,1,AD4_GM,blue
Cell_4784,1,AD4_GM,blue
Cell_4785,1,AD4_GM,blue
Cell_4786,1,AD4_GM,blue
Cell_4787,1,AD4_GM,blue
Cell_4788,8,AD4_GM,green
Cell_4789,3,AD4_GM,purple
Cell_4790,1,AD4_GM,blue
Cell_4791,2,AD4_GM,cyan
Cell_4792,1,AD4_GM,blue
Cell_4793,1,AD4_GM,blue
Cell_4794,1,AD4_GM,blue
Cell_4795,8,AD4_GM,green
Cell_4796,1,AD4_GM,blue
Cell_4797,1,AD4_GM,blue
Cell_4798,1,AD4_GM,blue
Cell_4799,1,AD4_GM,blue
Cell_4800,1,AD4_GM,blue
Cell_4801,1,AD4_GM,blue
Cell_4802,1,AD4_GM,blue
Cell_4803,1,AD4_GM,blue
Cell_4804,1,AD4_GM,blue
Cell_4805,1,AD4_GM,blue
Cell_4806,2,AD4_GM,cyan
Cell_4807,1,AD4_GM,blue
Cell_4808,1,AD4_GM,blue
Cell_4809,1,AD4_GM,blue
Cell_4810,2,AD4_GM,cyan
Cell_4811,1,AD4_GM,blue
Cell_4812,1,AD4_GM,blue
Cell_4813,1,AD4_GM,blue
Cell_4814,1,AD4_GM,blue
Cell_4815,1,AD4_GM,blue
Cell_4816,1,AD4_GM,blue
Cell_4817,1,AD4_GM,blue
Cell_4818,1,AD4_GM,blue
Cell_4819,1,AD4_GM,blue
Cell_4820,2,AD4_GM,cyan
Cell_4821,1,AD4_GM,blue
Cell_4822,1,AD4_GM,blue
Cell_4823,3,AD4_GM,purple
Cell_4824,1,AD4_GM,blue
Cell_4825,1,AD4_GM,blue
Cell_4826,1,AD4_GM,blue
Cell_4827,1,AD4_GM,blue
Cell_4828,2,AD4_GM,cyan
Cell_4829,1,AD4_GM,blue
Cell_4830,8,AD4_GM,green
Cell_4831,2,AD4_GM,cyan
Cell_4832,3,AD4_GM,purple
Cell_4833,1,AD4_GM,blue
Cell_4834,1,AD4_GM,blue
Cell_4835,2,AD4_GM,cyan
Cell_4836,1,AD4_GM,blue
Cell_4837,7,AD4_GM,darkgreen
Cell_4838,2,AD4_GM,cyan
Cell_4839,1,AD4_GM,blue
Cell_4840,1,AD4_GM,blue
Cell_4841,1,AD4_GM,blue
Cell_4842,1,AD4_GM,blue
Cell_4843,2,AD4_GM,cyan
Cell_4844,1,AD4_GM,blue
Cell_4845,9,AD4_GM,red
Cell_4846,1,AD4_GM,blue
Cell_4847,2,AD4_GM,cyan
Cell_4848,1,AD4_GM,blue
Cell_4849,1,AD4_GM,blue
Cell_4850,1,AD4_GM,blue
Cell_4851,1,AD4_GM,blue
Cell_4852,1,AD4_GM,blue
Cell_4853,5,AD4_GM,yellow
Cell_4854,3,AD4_GM,purple
Cell_4855,1,AD4_GM,blue
Cell_4856,1,AD4_GM,blue
Cell_4857,1,AD4_GM,blue
Cell_4858,9,AD4_GM,red
Cell_4859,1,AD4_GM,blue
Cell_4860,2,AD4_GM,cyan
Cell_4861,2,AD4_GM,cyan
Cell_4862,1,AD4_GM,blue
Cell_4863,2,AD4_GM,cyan
Cell_4864,1,AD4_GM,blue
Cell_4865,2,AD4_GM,cyan
Cell_4866,1,AD4_GM,blue
Cell_4867,3,AD4_GM,purple
Cell_4868,2,AD4_GM,cyan
Cell_4869,1,AD4_GM,blue
Cell_4870,1,AD4_GM,blue
Cell_4871,1,AD4_GM,blue
Cell_4872,1,AD4_GM,blue
Cell_4873,2,AD4_GM,cyan
Cell_4874,1,AD4_GM,blue
Cell_4875,1,AD4_GM,blue
Cell_4876,1,AD4_GM,blue
Cell_4877,1,AD4_GM,blue
Cell_4878,1,AD4_GM,blue
Cell_4879,1,AD4_GM,blue
Cell_4880,1,AD4_GM,blue
Cell_4881,1,AD4_GM,blue
Cell_4882,8,AD4_GM,green
Cell_4883,1,AD4_GM,blue
Cell_4884,2,AD4_GM,cyan
Cell_4885,1,AD4_GM,blue
Cell_4886,1,AD4_GM,blue
Cell_4887,1,AD4_GM,blue
Cell_4888,1,AD4_GM,blue
Cell_4889,1,AD4_GM,blue
Cell_4890,1,AD4_GM,blue
Cell_4891,1,AD4_GM,blue
Cell_4892,1,AD4_GM,blue
Cell_4893,8,AD4_GM,green
Cell_4894,1,AD4_GM,blue
Cell_4895,1,AD4_GM,blue
Cell_4896,3,AD4_GM,purple
Cell_4897,1,AD4_GM,blue
Cell_4898,8,AD4_GM,green
Cell_4899,1,AD4_GM,blue
Cell_4900,2,AD4_GM,cyan
Cell_4901,1,AD4_GM,blue
Cell_4902,1,AD4_GM,blue
Cell_4903,9,AD4_GM,red
Cell_4904,2,AD4_GM,cyan
Cell_4905,1,AD4_GM,blue
Cell_4906,1,AD4_GM,blue
Cell_4907,1,AD4_GM,blue
Cell_4908,2,AD4_GM,cyan
Cell_4909,2,AD4_GM,cyan
Cell_4910,2,AD4_GM,cyan
Cell_4911,2,AD4_GM,cyan
Cell_4912,1,AD4_GM,blue
Cell_4913,1,AD4_GM,blue
Cell_4914,1,AD4_GM,blue
Cell_4915,1,AD4_GM,blue
Cell_4916,1,AD4_GM,blue
Cell_4917,1,AD4_GM,blue
Cell_4918,3,AD4_GM,purple
Cell_4919,2,AD4_GM,cyan
Cell_4920,1,AD4_GM,blue
Cell_4921,1,AD4_GM,blue
Cell_4922,1,AD4_GM,blue
Cell_4923,1,AD4_GM,blue
Cell_4924,1,AD4_GM,blue
Cell_4925,1,AD4_GM,blue
Cell_4926,1,AD4_GM,blue
Cell_4927,1,AD4_GM,blue
Cell_4928,1,AD4_GM,blue
Cell_4929,1,AD4_GM,blue
Cell_4930,1,AD4_GM,blue
Cell_4931,8,AD4_GM,green
Cell_4932,1,AD4_GM,blue
Cell_4933,1,AD4_GM,blue
Cell_4934,2,AD4_GM,cyan
Cell_4935,1,AD4_GM,blue
Cell_4936,1,AD4_GM,blue
Cell_4937,1,AD4_GM,blue
Cell_4938,3,AD4_GM,purple
Cell_4939,1,AD4_GM,blue
Cell_4940,2,AD4_GM,cyan
Cell_4941,1,AD4_GM,blue
Cell_4942,1,AD4_GM,blue
Cell_4943,2,AD4_GM,cyan
Cell_4944,1,AD4_GM,blue
Cell_4945,1,AD4_GM,blue
Cell_4946,1,AD4_GM,blue
Cell_4947,2,AD4_GM,cyan
Cell_4948,8,AD4_GM,green
Cell_4949,2,AD4_GM,cyan
Cell_4950,2,AD4_GM,cyan
Cell_4951,1,AD4_GM,blue
Cell_4952,1,AD4_GM,blue
Cell_4953,2,AD4_GM,cyan
Cell_4954,1,AD4_GM,blue
Cell_4955,8,AD4_GM,green
Cell_4956,1,AD4_GM,blue
Cell_4957,2,AD4_GM,cyan
Cell_4958,1,AD4_GM,blue
Cell_4959,1,AD4_GM,blue
Cell_4960,1,AD4_GM,blue
Cell_4961,1,AD4_GM,blue
Cell_4962,1,AD4_GM,blue
Cell_4963,1,AD4_GM,blue
Cell_4964,1,AD4_GM,blue
Cell_4965,1,AD4_GM,blue
Cell_4966,1,AD4_GM,blue
Cell_4967,2,AD4_GM,cyan
Cell_4968,1,AD4_GM,blue
Cell_4969,2,AD4_GM,cyan
Cell_4970,1,AD4_GM,blue
Cell_4971,1,AD4_GM,blue
Cell_4972,1,AD4_GM,blue
Cell_4973,1,AD4_GM,blue
Cell_4974,1,AD4_GM,blue
Cell_4975,1,AD4_GM,blue
Cell_4976,1,AD4_GM,blue
Cell_4977,2,AD4_GM,cyan
Cell_4978,2,AD4_GM,cyan
Cell_4979,2,AD4_GM,cyan
Cell_4980,1,AD4_GM,blue
Cell_4981,2,AD4_GM,cyan
Cell_4982,2,AD4_GM,cyan
Cell_4983,2,AD4_GM,cyan
Cell_4984,1,AD4_GM,blue
Cell_4985,1,AD4_GM,blue
Cell_4986,3,AD4_GM,purple
Cell_4987,1,AD4_GM,blue
Cell_4988,2,AD4_GM,cyan
Cell_4989,1,AD4_GM,blue
Cell_4990,1,AD4_GM,blue
Cell_4991,1,AD4_GM,blue
Cell_4992,1,AD4_GM,blue
Cell_4993,1,AD4_GM,blue
Cell_4994,2,AD4_GM,cyan
Cell_4995,8,AD4_GM,green
Cell_4996,1,AD4_GM,blue
Cell_4997,1,AD4_GM,blue
Cell_4998,1,AD4_GM,blue
Cell_4999,2,AD4_GM,cyan
Cell_5000,1,AD4_GM,blue
Cell_5001,1,AD4_GM,blue
Cell_5002,1,AD4_GM,blue
Cell_5003,1,AD4_GM,blue
Cell_5004,1,AD4_GM,blue
Cell_5005,1,AD4_GM,blue
Cell_5006,1,AD4_GM,blue
Cell_5007,2,AD4_GM,cyan
Cell_5008,1,AD4_GM,blue
Cell_5009,1,AD4_GM,blue
Cell_5010,1,AD4_GM,blue
Cell_5011,1,AD4_GM,blue
Cell_5012,1,AD4_GM,blue
Cell_5013,1,AD4_GM,blue
Cell_5014,1,AD4_GM,blue
Cell_5015,2,AD4_GM,cyan
Cell_5016,1,AD4_GM,blue
Cell_5017,1,AD4_GM,blue
Cell_5018,1,AD4_GM,blue
Cell_5019,1,AD4_GM,blue
Cell_5020,1,AD4_GM,blue
Cell_5021,1,AD4_GM,blue
Cell_5022,1,AD4_GM,blue
Cell_5023,1,AD4_GM,blue
Cell_5024,1,AD4_GM,blue
Cell_5025,3,AD4_GM,purple
Cell_5026,1,AD4_GM,blue
Cell_5027,1,AD4_GM,blue
Cell_5028,2,AD4_GM,cyan
Cell_5029,2,AD4_GM,cyan
Cell_5030,1,AD4_GM,blue
Cell_5031,1,AD4_GM,blue
Cell_5032,1,AD4_GM,blue
Cell_5033,8,AD4_GM,green
Cell_5034,1,AD4_GM,blue
Cell_5035,1,AD4_GM,blue
Cell_5036,3,AD4_GM,purple
Cell_5037,1,AD4_GM,blue
Cell_5038,1,AD4_GM,blue
Cell_5039,1,AD4_GM,blue
Cell_5040,2,AD4_GM,cyan
Cell_5041,9,AD4_GM,red
Cell_5042,1,AD4_GM,blue
Cell_5043,1,AD4_GM,blue
Cell_5044,1,AD4_GM,blue
Cell_5045,1,AD4_GM,blue
Cell_5046,1,AD4_GM,blue
Cell_5047,1,AD4_GM,blue
Cell_5048,1,AD4_GM,blue
Cell_5049,1,AD4_GM,blue
Cell_5050,1,AD4_GM,blue
Cell_5051,1,AD4_GM,blue
Cell_5052,1,AD4_GM,blue
Cell_5053,3,AD4_GM,purple
Cell_5054,1,AD4_GM,blue
Cell_5055,1,AD4_GM,blue
Cell_5056,1,AD4_GM,blue
Cell_5057,1,AD4_GM,blue
Cell_5058,8,AD4_GM,green
Cell_5059,1,AD4_GM,blue
Cell_5060,2,AD4_GM,cyan
Cell_5061,1,AD4_GM,blue
Cell_5062,9,AD4_GM,red
Cell_5063,1,AD4_GM,blue
Cell_5064,1,AD4_GM,blue
Cell_5065,1,AD4_GM,blue
Cell_5066,1,AD4_GM,blue
Cell_5067,1,AD4_GM,blue
Cell_5068,2,AD4_GM,cyan
Cell_5069,1,AD4_GM,blue
Cell_5070,1,AD4_GM,blue
Cell_5071,1,AD4_GM,blue
Cell_5072,2,AD4_GM,cyan
Cell_5073,1,AD4_GM,blue
